0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,emotion
-704.5413,68.82944,4.728955,11.950599,5.6388826,5.8340936,-4.8624907,-4.862799,-8.308453,-4.8761907,2.3179216,1.222751,0.59549457,-4.02567,1.7289727,-0.84978664,-4.3251557,-1.9796419,-1.6255348,-0.3870321,-7.3322372,-0.30294085,-1.2871861,-4.5589495,-2.4062345,0.3851672,-5.131937,1.4207472,-4.4241714,-0.033679668,-4.03799,-2.1042743,-2.8853486,-2.8581388,-4.4232235,-0.38969827,-1.7169565,-3.3131683,-4.8602934,-2.7604814,calm
-690.9957,65.29337,-3.5145001,14.551637,6.7378373,2.9514792,-4.3670077,-8.268066,-9.742737,-3.7135794,3.773647,-0.95878893,-0.26622182,-5.5189137,-0.3622315,0.16217887,-4.5947046,-2.3552372,-0.5806328,-0.1043939,-6.9711237,-1.6309109,-1.4904836,-3.8059676,-1.2474345,-0.42407545,-4.197308,0.8616322,-2.7490776,-0.87358093,-4.315182,-3.0117178,-3.8715644,-2.7312012,-4.3512673,-0.6213458,-1.6469698,-3.1889267,-4.620323,-3.8928413,calm
-645.9547,63.116707,-4.3889427,12.588354,4.2411594,-2.9022603,-5.6718726,-6.6233625,-11.532383,-2.380413,-1.2910125,-6.802653,1.1827942,-4.6723757,-2.41355,2.1658792,-8.006255,-2.8629196,-2.44791,-2.5724354,-5.8621325,-0.086013794,-3.0173805,-4.740775,-2.6895826,-2.0261836,-5.190275,0.17098093,-4.062399,-1.108164,-2.9269886,-2.694084,-2.610819,-3.756111,-4.239495,-2.3900452,-2.5107353,-0.79052186,-2.0516574,-0.8185871,happy
-631.407,62.999477,-5.8192096,15.460055,6.526638,-1.5888867,-6.597417,-4.806329,-13.677246,-1.3645011,0.13336664,-6.3668647,3.4054484,-3.9404101,-2.185833,3.2448373,-7.8401256,-2.765778,0.29460308,-1.703534,-6.2098536,-0.052585527,-3.6594768,-5.5364003,-0.5274121,-1.0415535,-3.5720427,-0.56174326,-3.7607331,-1.1737199,-1.6179535,-3.4460375,-1.6974658,-2.9603076,-3.1057088,-1.6062297,-1.1414213,-2.0415545,-2.3534498,-1.022989,happy
-656.2289,62.20653,-2.3432076,12.91607,1.8241278,-0.17071337,-5.6699896,-7.286775,-13.776975,-3.3122015,2.3617578,-7.0014296,1.9307773,-4.153744,-0.6542397,1.5832626,-6.7616477,-1.9936144,-0.9640441,-3.3046405,-5.0840483,-1.9697591,-2.4002235,-3.7728615,-2.458455,-0.44784355,-5.1322937,1.2209513,-2.682563,-0.74728686,-2.4842525,-2.330461,-2.4574773,-3.7256908,-3.6353133,-1.8423868,-1.7079575,-1.1942446,-3.640783,-2.2219524,happy
-652.70056,57.02253,0.41843987,18.289316,2.6309884,0.41835546,-2.5292726,-6.284705,-13.434198,-3.6181445,0.6169871,-4.589428,2.576322,-4.2168145,-0.7787558,1.1893742,-7.2837725,-2.2791338,-1.2412021,-2.563009,-5.554303,-1.4302953,-2.622951,-4.238898,-2.8871398,0.26502198,-6.4183683,0.51259816,-4.0200987,-0.4850925,-3.1079564,-1.9839891,-2.9109612,-2.8654327,-3.7934315,-1.8354439,-2.234406,-2.4365897,-4.5005555,-1.9647102,happy
-596.5581,49.15078,-5.9865155,5.6085687,-1.2716348,-1.2067615,-12.03728,-8.81426,-11.101425,-8.968307,-0.6817095,-7.0525784,-1.9013768,-3.7996511,-6.752007,-0.81947625,-7.4246135,-2.9690192,-2.850928,-4.9095936,-5.3434415,-2.986924,-3.9913344,-4.4437118,-3.335564,-1.5795553,-1.9772524,2.6602647,0.93378234,1.008705,-2.1869733,-1.4884175,-1.6310314,1.35836,1.2614255,5.331981,2.374424,0.69823664,-1.342289,-0.69307166,happy
-559.92334,54.875935,-11.518561,5.495307,2.415871,-1.8642917,-11.11178,-7.59675,-14.508147,-7.4336433,3.2631526,-7.8864746,-1.6498953,-1.9573466,-5.9639144,0.781249,-7.3434467,-5.8790884,-2.5096643,-4.6244674,-6.1748896,-4.1182823,-3.4663482,-4.506298,-2.1654794,1.0347385,-4.192087,0.8478884,-0.84736663,-2.3613632,-0.8797833,1.8626611,0.8538136,1.2811964,-0.4389116,4.214331,4.243508,5.298574,1.6244532,0.023601666,happy
-517.75696,48.02012,-10.221419,7.83182,-0.17214859,-2.173067,-10.422513,-9.233612,-17.878965,-4.913381,0.0017015345,-9.143922,0.11875601,-3.859673,-6.9721265,1.756447,-9.52507,-3.8882658,-2.3510926,-4.7556,-7.0409474,-2.4223063,-4.7687984,-5.4007554,-4.1575503,-2.9584832,-5.8547907,-1.776891,-5.057952,-1.9315948,-0.27047098,-0.30417803,1.7886643,0.90483063,0.47011432,1.7415199,3.0594893,2.2718923,0.9895156,2.2820182,happy
-539.19855,49.672794,-8.996246,6.914048,-1.1240026,-3.3295467,-9.793234,-9.628173,-17.208342,-7.140059,-1.7678515,-7.01247,-0.2807712,-2.8068938,-7.7615247,0.14621636,-8.591304,-5.6437764,-2.6293614,-3.1393156,-7.960902,-2.7990263,-4.26103,-6.426508,-4.38297,-1.7824856,-6.8063836,-1.997509,-4.2050486,-3.0383973,-2.8929281,-1.9656117,-2.9164832,1.3943624,-0.49508145,3.617673,1.4428008,1.2744665,0.6851513,2.1729782,happy
-680.84985,60.804207,-1.9560479,14.204766,6.8270874,-2.8811657,-2.4629226,-8.663905,-11.039645,-4.454039,-4.2584863,-1.6950514,-0.8582147,-6.387972,-1.9537022,-1.293034,-5.4891415,-4.614313,-3.0724862,-0.8519594,-6.8535914,-2.3903997,-2.6138897,-4.9866195,-2.078477,-1.8319861,-4.5803585,-1.2893417,-2.4387505,-1.9647099,-2.4176555,-2.1967056,-2.562298,-2.313024,-4.5954742,-2.851147,-2.2854688,-2.3775954,-3.7354648,-2.8778954,sad
-699.10425,65.49692,-1.099551,16.531912,8.523047,-0.46712276,0.1738208,-7.589049,-10.304403,-5.52547,-1.7454497,-2.0158567,-1.7528477,-3.4568093,-0.70953137,-0.8706354,-3.7369146,-2.6888247,-1.6581136,-0.053825118,-6.664608,-1.214281,-1.2996249,-4.4555125,-1.461696,-1.3804501,-3.986993,-1.173788,-3.4494605,-1.3179216,-1.7723451,-2.317086,-2.7698717,-2.094047,-4.3401756,-0.6747924,-2.1373966,-2.4311142,-3.6492739,-2.9265244,sad
-735.524,60.409447,-3.443985,14.033259,6.5901713,-1.7684734,-1.7315749,-7.569149,-10.976077,-3.8221767,-0.99658245,-1.3543684,-1.2844805,-3.3658488,-2.715014,-0.2677129,-4.574277,-6.213155,-0.69742656,-0.47674006,-6.206567,-2.1382196,-2.9397388,-4.4928765,-1.7348641,-0.7488219,-3.0107005,-0.031293225,-3.2676816,0.20130132,-2.551265,-3.586309,-1.8061376,-1.4017278,-3.1509457,-0.85494024,-0.84669423,-2.1212246,-4.2328987,-2.8105493,sad
-711.7862,59.567207,0.7109445,15.603702,6.0233517,-0.16229168,1.2461176,-7.515769,-12.228474,-3.9741051,-2.3960714,-2.4673662,-0.06185281,-4.0664105,-2.5834794,1.8483773,-3.2044647,-4.295267,-1.6605687,-0.1555028,-6.5586767,-2.0219185,-2.0046186,-3.6405716,-2.024094,-0.6536506,-4.3962793,-2.326939,-2.3781285,-0.048180304,-1.7871207,-1.6162741,-2.040626,-2.5005496,-4.1262007,-1.6679648,-2.1401134,-1.6500775,-2.724934,-2.540101,sad
-669.9195,62.426224,0.90235686,16.833582,7.8117805,-1.8475593,-0.91065365,-7.4858384,-9.419271,-1.5074196,-2.440096,-2.6243284,-0.1411151,-5.096404,-1.4083334,1.0472515,-4.9760976,-3.102035,-2.5746925,-0.2124866,-4.985165,-1.116518,-2.3370655,-4.9513664,-1.9474238,-0.9107228,-3.546427,0.550928,-1.756019,-0.2176517,-2.8030016,-0.98166394,-3.1020758,-1.8044022,-3.9783862,-1.3351362,-2.0891225,-2.706614,-2.7705097,-3.2692454,sad
-627.47046,50.89055,-4.893386,10.507072,3.70411,-3.614306,-8.667972,-7.1464233,-15.135481,-4.4346023,-2.204541,-6.959076,0.3311611,-4.9061933,-5.1069,1.2198786,-9.079948,-3.438987,-0.7151818,-2.68029,-6.508208,-2.0350776,-7.142914,-3.9023407,-3.8008106,-1.4843085,-4.674724,-2.2811418,-2.6084309,-1.3512276,-2.8481915,-2.9721007,-3.4253356,-2.0002365,-3.797895,0.84204733,-0.5816504,-1.763648,-3.2373376,-1.8475769,sad
-620.26776,54.993256,-5.7295046,13.725473,3.938453,-2.7418926,-6.81774,-9.286635,-18.480108,-4.8934646,-2.2725978,-7.2611017,0.3614603,-5.5815153,-3.7963617,1.4492879,-6.773768,-4.5630636,-2.9172275,-2.5519502,-7.45639,-3.9012806,-2.6990047,-5.993997,-4.718185,-1.0670395,-6.8134446,-1.4748895,-3.5664756,-1.7581863,-3.5198383,-2.5312297,-3.3879826,-2.7632642,-4.043509,-2.3384302,-0.74581206,-0.5560429,-0.5773485,-0.25865772,sad
-605.889,50.817352,-4.100937,13.333532,2.3143537,-3.1249647,-6.993569,-8.87111,-15.973221,-3.8517964,-1.3603264,-6.091596,0.43329105,-6.3970013,-3.9711168,1.3659232,-8.027186,-4.4310184,-2.8663049,-2.6965957,-6.9606113,-2.193946,-2.6860867,-5.6876087,-3.2862215,-1.1399782,-6.026377,-0.12951235,-4.88883,-0.8842401,-3.4908144,-2.65778,-3.8965364,-3.1268613,-4.040146,-2.0136974,-1.5228671,-2.4442968,-3.145026,-2.0068533,sad
-546.11554,42.51581,-6.0192423,12.6451235,-1.4078629,-2.7939095,-4.3140874,-1.4580282,-12.457061,-4.777245,-0.857797,-4.7668257,-0.7102531,-4.609967,-3.281359,-1.8005247,-6.18577,-1.8774034,-3.940019,-3.3581946,-5.3014326,-2.5743818,-4.3118854,-4.0184846,-3.3378503,-1.2581084,-4.9076886,1.2684873,-2.2783723,-0.80564266,-0.004996431,-0.376822,-2.180929,-1.701965,-2.4888475,-0.011332672,-1.4032638,-0.3578247,-3.639842,-1.2372742,angry
-526.2785,40.100628,-5.4062862,8.0860615,-3.3844347,-3.6563706,-7.031596,-8.578679,-13.11133,-6.5697446,-4.498286,-6.6619687,-3.4727755,-4.7383814,-4.606366,-3.00884,-8.439079,-1.8164215,-5.5824895,-4.278462,-4.575552,-2.6692264,-2.1711438,-1.252408,-2.1854558,-0.19483133,-3.1954684,-0.24041545,-3.1039457,-2.026395,-1.5038778,-2.121489,-2.3838916,-1.971451,-2.3535914,1.3928298,-0.050195515,2.6160152,-0.39793512,0.95196074,angry
-570.9829,45.415054,-1.5627905,11.880343,-0.43858105,-1.7890217,-5.26024,-6.6141477,-13.445087,-4.125199,-3.6815126,-4.4055014,-1.00225,-5.3523436,-2.2794619,-0.5392902,-7.7281795,-2.7330332,-2.1579266,-4.411282,-6.29179,-2.2329094,-3.3744183,-4.8526344,-3.4208858,-2.0247192,-5.086844,-1.1211252,-2.6697435,-1.895064,-1.1248156,-1.2965947,-0.862738,-0.9296032,-2.4659154,0.10139814,-0.969247,-0.55524176,-2.2148893,-0.42084503,angry
-530.8293,44.267376,-2.8641324,8.589871,0.015043081,-3.4850914,-4.3523197,-6.577349,-15.150324,-4.9910274,-2.5813372,-5.787801,0.28295916,-5.1922507,-4.453048,0.8558478,-9.178659,-1.5052663,-1.6770992,-4.9166193,-6.244284,-0.67233986,-4.392124,-3.5940738,-3.1583796,-2.6730018,-5.671567,-1.450724,-3.1757793,-1.218195,-0.95413333,-1.0732784,-0.0077916496,-1.9873586,-2.8056288,0.6419929,-1.1474906,1.1019417,-1.5296249,-1.3826661,angry
-349.08368,29.868893,-20.021608,0.8248057,-11.38768,-4.3352494,-12.86241,-13.475211,-13.617985,-8.423022,-5.636474,-4.9704933,-7.1078963,-5.8093753,-4.056468,-0.63109595,-7.564867,2.171447,2.1083086,3.722977,3.2258105,4.7295957,4.0918665,1.024308,0.23702206,0.75426507,-2.066558,2.657306,1.9146106,-0.8550902,-0.15549655,-0.5012183,1.451319,0.61542034,-2.5758975,2.2645822,1.824975,1.4175378,-2.37332,-0.6118676,angry
-368.34802,22.302996,-18.730824,3.2124898,-10.238884,-5.3979926,-12.250566,-7.9842367,-16.876492,-9.074471,-4.7981224,-8.329525,-4.8784604,-3.6864953,-5.4892464,-2.8691878,-11.641941,-5.5224943,-5.952679,-7.753604,-6.256075,-0.9165517,-1.4647336,2.1159282,4.550564,4.478769,0.77641654,3.5517595,-2.4011989,1.3699535,3.343915,2.6052082,-1.0270327,-0.17769684,-2.453965,2.3183482,1.351753,1.5629337,-2.0617075,-0.059511516,angry
-401.70172,29.973305,-15.743985,4.8785286,-6.717307,-3.917073,-11.36485,-9.566884,-16.95793,-6.6101475,-4.1125803,-8.695933,-3.1835454,-4.6224856,-4.6005516,0.7558453,-10.059574,-1.7282207,-3.3801801,-4.4892282,-2.8992383,0.1611023,-2.3728034,0.56844544,0.20568456,1.6138316,-0.17397547,0.82883507,-1.2965842,1.0279695,0.77665925,1.130805,-1.1112493,0.010651381,-0.9957537,2.960026,1.7003626,3.2739131,0.45597404,1.733524,angry
-303.9083,22.274927,-20.23263,-3.011253,-10.557668,-6.5886765,-16.995611,-11.742131,-16.091635,-9.435908,-2.4795754,-8.391646,-6.020057,-4.359417,-3.5774786,-0.6303809,-5.4185486,1.694527,4.609443,1.3603207,0.15028031,2.1103747,1.1854317,1.6117939,0.3722147,-1.1646575,-4.137952,-0.79901314,-1.5553904,-0.4977647,-1.9564697,-1.5692511,-0.9722474,-0.04008293,-1.3899646,1.1860384,0.5977545,2.1343248,-1.3750238,-1.5130705,angry
-595.331,57.99092,2.2590287,14.343323,8.518202,-2.4230087,-4.1882496,-8.528271,-12.255306,-1.4047103,-2.260383,0.5045406,3.6462836,-3.5877779,1.6058428,5.17815,-4.026674,-1.867806,-0.8099244,-1.53596,-4.995076,-0.2191642,-2.8903966,-3.685903,-1.5705138,0.053839426,-3.1283846,1.2776719,-3.878216,-0.642987,-1.7044729,-1.2452906,-2.5694861,-1.3015617,-4.107655,-1.7007095,-0.37234688,-0.38258132,-1.0153,0.3518029,fearful
-603.3856,55.155254,-6.0278044,9.1299,4.3948555,-4.041097,-8.073682,-12.255184,-16.346151,-4.077742,-3.4491825,-6.1606865,-0.26365206,-6.3455257,-1.8471318,2.6649177,-7.4117484,-4.230755,-2.4177978,-3.1686304,-5.9764423,-1.5553848,-4.499355,-4.8877296,-3.3555994,-1.8607132,-5.567126,-0.7050315,-3.5961835,-2.6195142,-3.9615252,-1.4583101,-2.6111455,0.9732324,-1.0139611,1.4509814,1.6996872,1.5266628,-1.6267318,0.4925837,fearful
-622.86993,61.635403,7.414828,18.84099,10.033153,3.9887211,-1.0351887,-5.5802426,-8.488827,0.3211511,0.076060764,0.36447477,2.7944245,-1.8873303,1.2676238,4.298476,-1.9931769,-1.2692255,1.0654194,2.4415236,-5.5531473,-0.24713238,-1.4824362,-3.1035583,-2.840875,0.025208836,-3.4914026,0.7796958,-2.5747063,-1.0991096,-1.8329136,-0.7104759,-2.5714238,-1.6788384,-3.8463929,-1.6325276,-0.7567695,-1.2185651,-3.2990148,-2.5086894,fearful
-624.02625,60.417797,-3.3307755,15.390851,6.7717657,-0.058078766,-3.9153354,-10.592282,-10.528063,-0.6648738,-0.9012809,-1.2349017,0.2894171,-3.5106444,1.0571542,0.69311583,-2.8063745,-3.3917432,-0.10423966,1.6339121,-6.811923,0.42606488,-2.8119466,-3.5547352,-2.1343184,-1.5253236,-4.893584,0.3280744,-3.7281196,-0.9927106,-2.5180852,-0.5500239,-4.2455535,-2.3237643,-4.661148,-1.0076448,-0.62481344,-2.128184,-3.3184047,-2.979138,fearful
-439.20685,52.212185,-12.541273,5.1477275,1.7914929,5.8628416,-5.597445,-12.138769,-14.728991,-1.950158,2.1356723,-3.671966,-0.5904328,-2.2781022,0.31054232,8.699083,-1.9645851,-4.0964837,-1.3092287,-2.367704,-4.4178214,1.5067976,-1.0958496,1.5641403,1.3115575,4.933649,0.6748687,4.7242904,2.917543,1.8357635,5.5361724,4.8452115,2.3745332,2.6653996,-3.0604427,1.8823701,3.3590467,4.254038,0.14801039,0.9850349,fearful
-404.05585,42.662426,-17.537214,-3.219983,1.9150127,-0.23162141,-11.389852,-15.012191,-17.222418,-7.270876,-4.490682,-9.206505,-6.413215,-5.216007,-3.0066342,2.962826,-8.640421,-6.7894173,-1.720864,-3.217043,-6.2140307,-1.6123477,1.0307355,3.700064,4.824219,8.004292,2.9441438,4.8439274,2.983705,4.574174,6.5603223,4.6351266,0.7093704,-0.3981544,-2.4476576,2.3681574,2.9144502,1.2736137,-2.66686,-1.348087,fearful
-369.5954,39.190083,-15.472043,-0.9504297,-5.781357,-1.20997,-10.114829,-18.269136,-17.822474,-9.481161,-3.801051,-7.896282,-7.8260255,-7.357436,-6.4318633,4.932757,-8.499139,-5.6608005,-2.0881393,-3.1699219,-4.260845,-0.17502931,0.16452543,3.1027417,6.2341814,10.829424,5.4509606,6.4818625,0.6392592,0.5629176,2.0535705,3.4935126,3.2785134,0.965526,-2.8506773,2.208396,3.8014696,3.0016024,-0.44507873,-0.47238877,fearful
-427.11377,45.139057,-15.43668,-1.1301687,-0.7227588,1.9657457,-13.529376,-15.487787,-17.104061,-9.546004,2.3383808,-7.459708,-7.36461,-6.084675,-3.9567213,3.9811199,-8.482472,-6.470515,-0.9189244,-4.22819,-6.169354,-1.3125002,-0.109927796,1.6909461,2.8623557,7.3421116,4.1328073,7.1020026,5.079867,3.8000553,4.276091,3.1120718,1.4151777,2.0111406,-1.1716976,4.641068,1.3780838,1.2335995,-1.8168844,0.9022596,fearful
-647.6113,63.878662,-3.163664,11.068918,3.8989286,0.4962617,-7.21009,-7.302176,-13.785376,-4.5310864,-0.6824675,-7.2989683,-1.6489207,-7.179773,-0.84915966,-2.7986677,-6.217463,-3.0482032,-3.925734,-1.6746459,-5.552578,1.0549915,-5.7381153,-2.7615979,-2.0415328,-1.6022339,-3.5071228,-0.23445883,-2.8969069,0.68529165,-1.7336769,0.70082086,-1.9596637,-0.1659047,-2.2221973,-0.51524615,-1.7348307,0.46847945,-3.3283143,-1.1672829,disgust
-626.5222,52.807503,0.2726885,4.7346883,3.4398108,-0.42759264,-9.445806,-6.7852263,-13.305903,-4.895432,-0.5622916,-6.350317,-3.3224087,-4.31679,-1.761468,-2.4416623,-5.258925,-2.4614882,-1.5112718,0.076832876,-4.6544166,0.8936985,-5.9251413,-1.7661024,-2.1624978,-1.3568617,-4.500724,0.3580197,-1.9119574,1.2816256,-2.0543115,0.5899407,-2.0847003,-0.8968076,-1.2898805,1.6762432,-0.13845852,1.4513952,-1.6453706,-1.0727853,disgust
-667.50525,71.2468,1.9786966,12.600777,1.8061317,3.438274,-4.8249874,-12.12367,-8.451324,-2.0306573,-2.5171845,-3.023269,-0.99177146,-6.3008237,-2.597501,0.028662236,-5.345963,-2.2194579,-1.0776552,-3.344919,-8.486794,0.35205686,-3.0753174,-3.540869,-4.0989103,-1.8632202,-3.9262097,-1.4218082,-2.1970322,-1.3414967,-4.0466437,-1.820697,-4.243977,-1.8164916,-4.330599,-1.2720864,-1.8382081,-2.3683422,-5.497893,-2.317245,disgust
-669.2902,54.79244,-0.9016661,10.5557,-0.16137548,3.6259096,-5.3917437,-10.095322,-7.4466414,-1.4052048,0.10079646,-3.9632683,-0.5047302,-6.327925,-1.3125443,0.10069224,-5.9767666,-2.5035083,-1.3738908,-1.8358134,-5.8174477,-1.7044363,-3.4166617,-3.4657118,-4.1697435,-1.2084068,-4.2910323,-0.6137765,-1.8928219,-1.7533404,-3.1628628,-1.6752282,-3.6169815,-1.8080153,-4.4229794,-2.0862405,-1.9744048,-0.59545386,-3.2481756,-1.6091489,disgust
-489.86877,43.94528,-6.9385076,-5.690658,-9.426028,-1.937155,-11.578997,-17.378063,-13.903124,-6.911768,-3.551647,-4.3722687,-7.017699,-6.183674,-5.936238,-5.4587617,-5.822812,-2.1498196,-5.210937,-4.460036,-7.968783,-1.9645337,-2.4783404,1.2761229,0.9438895,0.44711205,-0.12261628,3.6075068,1.3534555,2.5841851,1.418513,3.5464363,0.6073552,2.4995599,1.568957,1.800882,0.45666173,1.035426,-1.7960598,-0.64703155,disgust
-491.2605,35.171394,-9.034343,1.8999577,-8.66488,-6.350328,-18.34103,-15.881719,-9.58409,-5.861493,-4.5087137,-5.8916154,-6.898971,-8.617668,-2.5701342,-0.9772847,-8.397288,-1.0111675,-6.229877,-5.183506,-5.0966954,-3.061449,-1.1294765,-0.9853394,-1.9971796,0.57907194,-3.2972753,-0.7036098,-2.818373,1.6987898,0.44396317,2.709638,0.63978785,0.9217471,-0.04116166,2.657785,0.5815378,-0.15138853,-3.419361,-1.545981,disgust
-520.7532,43.31225,9.500733,-0.6278448,-7.164327,0.42984307,-12.050826,-15.976675,-5.460499,-8.713773,-8.803646,-2.9774518,-7.6639447,-11.013116,-5.0436673,-4.7859716,-12.482885,-4.9689245,-5.3228393,-5.3893027,-8.165277,-3.876554,-6.901708,-3.9114811,-4.4145107,0.66009647,-4.2276177,3.7455096,-0.040333398,2.4615827,0.09360237,0.610485,-2.895763,0.97661185,-0.5681107,2.2436674,0.5983035,1.7873514,0.19910176,1.109593,disgust
-501.00818,42.180492,-0.95753044,-0.44900617,-4.0120096,-1.8501683,-13.47077,-15.385603,-8.4061365,-5.512526,-6.516119,-6.038744,-7.1585274,-6.448777,-5.2710586,-0.8727275,-7.682081,-2.8911145,-3.9350653,-3.3940437,-6.0231767,-3.104876,-3.9174705,-3.5890183,-4.6315303,-1.4739141,-4.2594867,-0.2326313,-0.5068684,1.886712,0.67749643,1.4485202,-0.7288329,0.12740599,-0.14745556,2.9691937,0.3945331,0.19132268,-0.9488045,-0.5505366,disgust
-660.50183,52.980663,-0.4414542,8.232828,4.511838,-2.5249934,-6.0312376,-6.618407,-9.726553,-5.8924103,-0.2597239,-5.319383,-0.80951965,-4.919111,-4.579843,0.0863315,-8.32308,-3.822729,-2.689615,-3.0362494,-5.608843,-2.9705162,-4.549024,-5.663717,-2.3029141,-1.7725819,-5.647859,-0.4147941,-3.992361,-1.8855518,-3.3631752,-3.542042,-0.9967867,-1.693185,-2.3293986,0.3531761,0.28498247,0.22303024,-2.0682507,-1.5033478,surprised
